Donor,Location Name,FID of the park,Zone,Location latitude,Location longitude,Unique ID of the Percolation well,Percolation well latitude,Percolation well longitude
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS124,13.03342,77.49989
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS127,13.03323,77.4999
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS128,13.03316,77.50019
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS130,13.0333,77.50024
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS125,13.03338,77.49984
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS126,13.03332,77.4998
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS129,13.03364,77.50026
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS131,13.03363,77.50043
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS132,13.03352,77.49983
Morgan Stanley,HMT Children park,,Dasarahalli zone,,,MS133,13.03363,77.50046
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS169,12.99535,77.4877
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS168,12.99534,77.48779
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS170,12.99524,77.48767
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS171,12.99515,77.48764
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS172,12.9951,77.48775
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS173,12.99498,77.48777
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS174,12.99499,77.48763
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS175,12.99466,77.48764
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS176,12.99464,77.48754
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS177,12.99485,77.48787
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS178,12.99461,77.48783
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS179,12.99449,77.48793
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS180,12.99492,77.48806
Morgan Stanley,Bharatha Ratna Sir M Vishveshwaraiah Park,,RR Nagar Zone,,,MS181,12.99491,77.48798
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-61,13.1022,77.58528
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-58,13.10218,77.58542
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-59,13.10226,77.58545
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-55,13.10231,77.58541
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-57,13.10233,77.58541
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-56,13.10231,77.58545
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-47,13.10188,77.58518
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-48,13.10205,77.58542
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-49,13.1021,77.58559
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-50,13.10215,77.58568
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-51,13.10217,77.58577
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-52,13.1022,77.58578
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-53,13.10243,77.58556
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-54,13.10259,77.58546
Morgan Stanley,Dr. Ambedkar Park,,Yelahanka Zone,,,MS-60,13.10239,77.5852
Morgan Stanley,Shivramkaranth Park,,Yelahanka Zone,,,MS-88,13.10009,77.57364
Morgan Stanley,Shivramkaranth Park,,Yelahanka Zone,,,MS-87,13.0998,77.57388
Morgan Stanley,Shivramkaranth Park,,Yelahanka Zone,,,MS-86,13.09986,77.57406
Morgan Stanley,Shivramkaranth Park,,Yelahanka Zone,,,MS-92,13.10021,77.57341
Morgan Stanley,Shivramkaranth Park,,Yelahanka Zone,,,MS-93,13.10023,77.57338
Morgan Stanley,Shivramkaranth Park,,Yelahanka Zone,,,MS-94,13.1003,77.57349
Morgan Stanley,Shivramkaranth Park,,Yelahanka Zone,,,MS-95,13.10028,77.57352
Morgan Stanley,Shivramkaranth Park,,Yelahanka Zone,,,MS-91,13.10026,77.57352
Morgan Stanley,Shivramkaranth Park,,Yelahanka Zone,,,MS-90,13.10023,77.57354
Morgan Stanley,Shivramkaranth Park,,Yelahanka Zone,,,MS-89,13.10016,77.57358
Morgan Stanley,Jhansi Rani Lakshmibai Park,,Yelahanka Zone,,,MS-74,13.09987,77.5756
Morgan Stanley,Jhansi Rani Lakshmibai Park,,Yelahanka Zone,,,MS-73,13.09989,77.57543
Morgan Stanley,Jhansi Rani Lakshmibai Park,,Yelahanka Zone,,,MS-72,13.09988,77.57533
Morgan Stanley,Jhansi Rani Lakshmibai Park,,Yelahanka Zone,,,MS-75,13.09989,77.57501
Morgan Stanley,SHVNM Govt College ( Malleshwaram),,West Zone,,,MS-132,13.00287,77.56762
Morgan Stanley,SHVNM Govt College ( Malleshwaram),,West Zone,,,MS-133,13.0029,77.56763
Morgan Stanley,SHVNM Govt College ( Malleshwaram),,West Zone,,,MS-134,13.00297,77.56765
Morgan Stanley,SHVNM Govt College ( Malleshwaram),,West Zone,,,MS-135,13.00304,77.56768
Morgan Stanley,SHVNM Govt College ( Malleshwaram),,West Zone,,,MS-136,13.00317,77.56771
Morgan Stanley,SHVNM Govt College ( Malleshwaram),,West Zone,,,MS-137,13.00286,77.5676
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-138,13.0925,77.56138
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-139,13.09251,77.5614
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-140,13.09258,77.56145
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-141,13.09263,77.56152
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-142,13.0927,77.56154
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-143,13.09297,77.56181
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-146,13.09306,77.56186
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-147,13.0931,77.56191
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-148,13.09314,77.56192
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-149,13.09213,77.56106
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-150,13.09223,77.56114
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-151,13.09225,77.56122
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-152,13.09233,77.56123
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-153,13.09242,77.5613
Morgan Stanley,Horticulture Park near GKVK,,Yelahanka Zone,,,MS-154,13.09249,77.56133
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-361,13.07495,77.63395
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-362,13.07494,77.63405
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-363,13.07496,77.63418
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-364,13.07495,77.63427
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-365,13.07519,77.63399
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-366,13.07549,77.63401
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-367,13.07571,77.634
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-368,13.07632,77.63389
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-369,13.07655,77.6339
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-370,13.07667,77.63393
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-371,13.07681,77.63393
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-372,13.07694,77.63392
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-373,13.07685,77.63401
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-374,13.07686,77.6341
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-375,13.07686,77.63418
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-376,13.07683,77.63425
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-377,13.07678,77.63433
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-378,13.07669,77.63447
Morgan Stanley,CAR North Campus,,Yelahanka Zone,,,MS-379,13.07663,77.63459
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-150,13.09354,77.58628
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-151,13.09359,77.58616
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-153,13.09497,77.5864
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-152,13.09367,77.5863
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-154,13.09371,77.58649
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-155,13.0943,77.58643
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-156,13.09469,77.58627
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-157,13.09474,77.58647
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-160,13.09489,77.58624
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-162,13.09517,77.58623
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-163,13.09521,77.58612
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-164,13.09533,77.58607
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-158,13.09506,77.58613
Morgan Stanley,Mini Forest Park,,Yelahanka Zone,,,MS-159,13.0952,77.58632
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-324,13.027644,77.53309501
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-325,13.02771801,77.53314799
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-326,13.02778197,77.53319099
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-327,13.02783402,77.53316601
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-328,13.02786704,77.53312997
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-329,13.02796402,77.53315603
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-330,13.02805496,77.53309703
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-331,13.02805002,77.53319803
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-332,13.02810802,77.53325402
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-333,13.02815303,77.53315402
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-334,13.02834297,77.53294498
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-335,13.02809101,77.53239102
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-336,13.028177,77.53242798
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-337,13.028449,77.53246897
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-338,13.02873197,77.53239898
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-339,13.02854497,77.532403
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-340,13.02858202,77.53233503
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-341,13.02841899,77.53220603
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-342,13.02850096,77.53223796
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-343,13.028449,77.53236604
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-344,13.02832997,77.53230996
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-345,13.02823601,77.53228297
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-346,13.02827097,77.53222397
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-347,13.02816502,77.53226797
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-349,13.02753202,77.53211902
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-350,13.02757602,77.53201802
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-431,13.02820601,77.53209203
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-432,13.02820098,77.53200796
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-433,13.02811196,77.53200302
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-434,13.02797198,77.53188098
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-435,13.02770703,77.53217602
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-436,13.02759698,77.531827
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-437,13.02747804,77.53187
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-438,13.027443,77.53190202
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-439,13.02732599,77.53187704
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-440,13.02724997,77.531828
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-441,13.02718601,77.53178501
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-442,13.02708602,77.53175198
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-443,13.02700999,77.53168099
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-444,13.02693103,77.531654
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-445,13.02700597,77.53160203
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-446,13.02675501,77.53137798
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-447,13.02667899,77.53128896
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-448,13.02663599,77.53143297
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-449,13.02651999,77.53161997
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-450,13.02643198,77.53168602
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-451,13.026422,77.53235498
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-452,13.02634103,77.53229404
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-453,13.02634003,77.53227099
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-454,13.02631999,77.53218499
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-455,13.02639199,77.53225598
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-456,13.02648101,77.53231701
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-457,13.02657296,77.53230602
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-458,13.02663398,77.53236503
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-459,13.02672199,77.53242496
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-460,13.02675803,77.53248196
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-461,13.02673004,77.53249998
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-465,13.02700798,77.53148904
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-466,13.02717302,77.53159901
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-467,13.02725902,77.53160899
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-468,13.02746798,77.531684
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-469,13.02763503,77.531841
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-470,13.02787903,77.53188198
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-471,13.02793301,77.531999
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-472,13.02779001,77.53212598
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-473,13.028306,77.53241499
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-474,13.02861697,77.53253602
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-475,13.02864497,77.53247299
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-348,13.02779303,77.53309803
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-462,13.026537,77.53240099
Morgan Stanley,Govt industrial Training institute peenya,,,,,MS-463,13.02661797,77.53245103
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-358,13.01306703,77.54200799
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-359,13.013537,77.54177104
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-360,13.013465,77.54169904
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-411,13.01434502,77.54132596
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-413,13.01445197,77.54147801
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-414,13.01437997,77.54142
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-415,13.01392903,77.54161304
Morgan Stanley,Industrial Workers Layout Park 1,,West Zone,,,MS-412,13.01324699,77.541937
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-130,13.01404696,77.54193096
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-131,13.014054,77.54175
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-132,13.01401704,77.54179903
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-135,13.01416799,77.54170197
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-133,13.01392903,77.54179199
Morgan Stanley,Industrial Workers Layout Park 2,,West Zone,,,MS-134,13.01413598,77.54193096
